mine_id,injury_body_part,injury_classifiation,injury_count,injury_days_lost,injury_nature,injury_source
2401950,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Broken rock, coal, ore, waste"
2401950,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2401950,Knee,Days away from work only,1,20,"Sprain, strains","Broken rock, coal, ore, waste"
2401950,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2401950,Upper arm,Days away from work only,1,188,"Sprain, strains",Pallets
2401950,Finger(s),Days away from work only,1,41,"Fracture, chip","Caving rock, coal, ore, waste"
2401950,Shoulder(s),Days away from work only,1,174,"Sprain, strains","Mine floor, bottom, footwall"
2401950,Ankle,Days away from work only,1,113,"Fracture, chip","Caving rock, coal, ore, waste"
2401950,Back,Days away from work only,1,151,"Sprain, strains",Belt conveyors
2401992,Mouth,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2402047,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Transformers, converters"
2402072,Elbow,Days of restricted activity only,1,0,"Contusion, bruise","Working surfaces outside, NEC"
2402072,Hand,Days of restricted activity only,1,0,"Contusion, bruise",Ground
2402072,"Trunk, multiple",Days of restricted activity only,1,0,"Sprain, strains",Bags
2402072,Hand,Days away AND restricted activity,1,1,"Contusion, bruise","Stairs, steps"
2402072,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Steel rail (all sizes)
2402226,Finger(s),Days away AND restricted activity,1,8,"Cut, laceration, puncture","Machines NEC, welder, office machines"
2402450,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Axe, hammer, sledge"
2402466,Finger(s),Days away from work only,1,259,"Fracture, chip","Hand tools, powered NEC"
2402476,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
2402551,Back,Days away AND restricted activity,1,10,"Other injury, NEC","Highway ore carriers, other large trucks, buses"
2402649,Multiple parts,Days away from work only,1,3,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
2402651,"Lower extremities, multiple",Days away from work only,1,160,"Fracture, chip","Highway ore carriers, other large trucks, buses"
2500002,Jaw (inc. chin),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Hand tools not powered NEC
2500002,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Non-Contact electric arc burn,"Machines NEC, welder, office machines"
2500002,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
2500002,Eye(s) (inc. optic nerve & vision),Days of restricted activity only,1,0,"Burn, chemical",Acids and alkalies
2500250,Abdomen,Days away from work only,1,26,"Hernia, rupture","Miscellaneous, NEC"
2500759,Hand,Days of restricted activity only,1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2500772,Finger(s),Days of restricted activity only,1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2500983,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Wrench
2500998,Back,Days of restricted activity only,1,0,"Sprain, strains","Hoisting apparatus, NEC"
2500998,Finger(s),Days away AND restricted activity,1,2,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2500998,Knee,Days away from work only,1,160,"Sprain, strains","Boxes, crates, cartons"
2500998,Brain,"Injuries w/o death, days away, or restrict. act.",1,0,"Concussion -- brain, cerebral","Mine floor, bottom, footwall"
2501126,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2501126,Wrist,"Occupational illness, (NOT 1-6)",1,4,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
2501126,Knee,Days of restricted activity only,1,0,"Sprain, strains","Mine floor, bottom, footwall"
2501126,Shoulder(s),Days away from work only,1,224,"Sprain, strains",Electrical apparatus NEC
2501126,Back,Days of restricted activity only,1,0,"Other injury, NEC","Highway ore carriers, other large trucks, buses"
2501132,"Face, multiple parts","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Crowbar, pry bar"
2501243,Hips,Days away AND restricted activity,1,13,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
2501243,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
2501243,"Trunk, multiple",Days away from work only,1,2,"Unclassified, not determined","Metal NEC (pipe, wire, nails, manhole covers)"
2501271,Back,Days of restricted activity only,1,0,"Sprain, strains","Buildings & structures, boats & rafts NEC"
2501291,Ankle,Days of restricted activity only,1,0,"Sprain, strains","Floor, walking surface"
2501299,Forearm,Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
2501300,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2600002,Neck,Days away from work only,1,1,"Unclassified, not determined",Steel rail (all sizes)
2600002,Foot (not ankle or toes),Days away from work only,1,8,"Fracture, chip",Steps
2600002,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
2600002,"Arm, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined",Steps
2600002,Back,Days away from work only,1,10,"Sprain, strains","Pumps, fans, compressors, engines, turbines, NEC"
2600002,Wrist,Days away from work only,1,3,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
2600015,Eye(s) (inc. optic nerve & vision),Days of restricted activity only,1,0,"Burn, chemical",Acids and alkalies
2600015,Shoulder(s),Days away AND restricted activity,1,6,"Sprain, strains","Axe, hammer, sledge"
2600062,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2600062,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
2600062,Knee,Days away AND restricted activity,1,10,"Sprain, strains",Surface mining machines
2600081,Multiple parts,Days of restricted activity only,1,0,"Cut, laceration, puncture","Highway ore carriers, other large trucks, buses"
2600081,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Metal covers and guards
2600081,Ear(s) internal (inc. hearing),"Occupational illness, (NOT 1-6)",1,0,Hearing loss or impairment,Noise NEC
2600097,"Arm, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Belt conveyors
2600097,Wrist,Days away from work only,1,10,"Unclassified, not determined","Broken rock, coal, ore, waste"
2600097,"Leg, multiple","Injuries w/o death, days away, or restrict. act.",1,0,"Contusion, bruise","Metal NEC (pipe, wire, nails, manhole covers)"
2600097,Shoulder(s),Days away from work only,1,10,"Unclassified, not determined",Passenger cars and pickup trucks
2600500,Elbow,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2600500,"Arm, multiple",Days away from work only,1,7,"Contusion, bruise","Floor, walking surface"
2600500,Finger(s),"Permanent disability, partial or total",1,0,Amputation or enucleation,"Pumps, fans, compressors, engines, turbines, NEC"
2600500,Back,Days away from work only,1,7,"Sprain, strains",Metal covers and guards
2600500,Elbow,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Rubber, glass, plastic"
2600500,Neck,Days away AND restricted activity,1,10,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2600500,"Trunk, multiple",Days of restricted activity only,1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2600500,Mouth,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Surface mining machines
2600500,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Pumps, fans, compressors, engines, turbines, NEC"
2600500,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains",Wrench
2600500,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Surface mining machines
2600500,Neck,Days of restricted activity only,1,0,"Sprain, strains",Ground
2600550,Multiple parts,Days of restricted activity only,1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2600550,Shoulder(s),Days away AND restricted activity,1,10,"Fracture, chip","Cement products, concrete blocks, dry grout, etc."
2600550,Mouth,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2600550,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Surface mining machines
2600550,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
2600550,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,"Metal NEC (pipe, wire, nails, manhole covers)"
2600594,Ankle,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Ground
2600594,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Abrasive stone or wheel grinder, buffer, polisher, waxer"
2600594,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Hand tools, powered NEC"
2600594,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Rubber, glass, plastic"
2600594,"Face, multiple parts",Days away AND restricted activity,1,3,"Fracture, chip",Metal covers and guards
2600594,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2600594,Knee,Days away AND restricted activity,1,4,"Sprain, strains","Floor, walking surface"
2600594,Multiple parts,"Death, fatal",1,0,"Unclassified, not determined",Surface mining machines
2600594,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Brick, ceramic"
2600594,Shoulder(s),Days of restricted activity only,1,0,"Fracture, chip",Ground
2600672,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Wrench
2600677,Hand,Days away from work only,1,168,"Fracture, chip","Milling, cleaning plant, & breaker machines"
2600677,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2600827,Ankle,Days of restricted activity only,1,0,"Fracture, chip",Ground
2600827,Multiple parts,Days of restricted activity only,1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2600827,Ankle,Days of restricted activity only,1,0,"Sprain, strains",Ground
2600827,Wrist,"Occupational illness, (NOT 1-6)",1,1,"Joint, tendon, or muscle inflammation or irritation","Metal NEC (pipe, wire, nails, manhole covers)"
2600827,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2600827,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2600827,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2600827,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Ground
2600827,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2601030,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Ground
2601030,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Chains, ropes, cables (not conveyor)"
2601030,Back,Days away AND restricted activity,1,2,"Contusion, bruise",Metal covers and guards
2601030,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
2601030,Back,Days away from work only,1,23,"Sprain, strains","Broken rock, coal, ore, waste"
2601030,Back,"Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined",Ground
2601043,Shoulder(s),Days of restricted activity only,1,0,"Contusion, bruise","Floor, walking surface"
2601043,Ankle,Days of restricted activity only,1,0,"Sprain, strains","Floor, walking surface"
2601089,Finger(s),Days away AND restricted activity,1,6,"Fracture, chip",Metal covers and guards
2601089,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,Crushing,Metal covers and guards
2601089,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2601089,Unclassified,Employee natural caused fatal & nonfatal injury,1,0,"Unclassified, not determined","Miscellaneous, NEC"
2601621,Lower leg,Days of restricted activity only,1,0,"Sprain, strains",Bodily motion
2601621,Multiple parts,Days of restricted activity only,1,0,Non-Contact electric arc burn,Electrical apparatus NEC
2601621,Wrist,Days of restricted activity only,1,0,"Sprain, strains","Floor, walking surface"
2601621,Elbow,Days of restricted activity only,1,0,"Sprain, strains",Containers NEC
2601621,Back,Days of restricted activity only,1,0,"Sprain, strains","Barrels, kegs, drums"
2601621,"Upper extremities, multiple",Days of restricted activity only,1,0,"Sprain, strains",Bags
2601842,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2601842,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined",Metal covers and guards
2601842,Forearm,Days away AND restricted activity,1,2,"Cut, laceration, puncture","Forklifts, stackers, tractors, etc"
2601842,Lower leg,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Ground
2601842,Abdomen,Days of restricted activity only,1,0,"Sprain, strains","Boxes, crates, cartons"
2601842,Unclassified,Employee natural caused fatal & nonfatal injury,1,0,"Unclassified, not determined","Miscellaneous, NEC"
2601842,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2601842,Wrist,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2601842,Finger(s),Days away from work only,1,146,"Cut, laceration, puncture",Metal covers and guards
2601906,Ankle,Days of restricted activity only,1,0,"Contusion, bruise",Metal covers and guards
2601906,Neck,Days away from work only,1,2,"Sprain, strains",Surface mining machines
2601916,Shoulder(s),Days away AND restricted activity,1,3,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2601916,Hand,Days of restricted activity only,1,0,"Cut, laceration, puncture",Doors
2601916,Multiple parts,Days away AND restricted activity,1,21,Multiple injuries,Ground
2601916,Back,Days away AND restricted activity,1,1,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2601916,Unclassified,Employee natural caused fatal & nonfatal injury,1,0,"Unclassified, not determined","Miscellaneous, NEC"
2601916,Knee,Days away from work only,1,6,"Cut, laceration, puncture","Floor, walking surface"
2601916,Multiple parts,Days away AND restricted activity,1,40,"Contusion, bruise","Highway ore carriers, other large trucks, buses"
2601916,Chest,Days of restricted activity only,1,0,"Fracture, chip",Ground
2601916,Thigh,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2601916,Body systems,"Occupational illness, (NOT 1-6)",1,1,"Heat stroke, sunstroke, heat cramps, etc.",Heat
2601916,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Crowbar, pry bar"
2601916,Multiple parts,Days away AND restricted activity,1,45,Electrical burn,Electrical apparatus NEC
2601916,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
2601941,Shoulder(s),Days away AND restricted activity,1,14,"Sprain, strains","Working surfaces outside, NEC"
2601941,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Surface mining machines
2601941,Lower leg,Days of restricted activity only,1,0,"Fracture, chip","Drums, pulleys, sheaves (not conveyor)"
2601941,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2601942,Forearm,Days away AND restricted activity,1,115,"Fracture, chip","Highway ore carriers, other large trucks, buses"
2601942,Thigh,Days away from work only,1,9,"Fracture, chip","Scaffolds, staging, etc."
2601942,Mouth,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Broken rock, coal, ore, waste"
2601942,Chest,Days away from work only,1,39,"Fracture, chip",Metal covers and guards
2601942,Hips,Days away from work only,1,18,"Fracture, chip",Ground
2601942,Hips,Days away from work only,1,11,"Fracture, chip",Ground
2601947,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Broken rock, coal, ore, waste"
2601947,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2601947,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains",Ground
2601947,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Metal covers and guards
2601947,Back,Days away AND restricted activity,1,112,"Sprain, strains",Surface mining machines
2601947,Knee,Days away from work only,1,194,"Sprain, strains",Bodily motion
2601947,Knee,Days of restricted activity only,1,0,"Sprain, strains",Surface mining machines
2601947,Ankle,Days of restricted activity only,1,0,"Sprain, strains",Ground
2601962,Finger(s),Days away from work only,1,7,"Fracture, chip",Metal covers and guards
2601962,Multiple parts,"Injuries w/o death, days away, or restrict. act.",1,0,Multiple injuries,"Floor, walking surface"
2601962,Ankle,Days of restricted activity only,1,0,"Sprain, strains",Ground
2601962,Back,"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Surface mining machines
2601962,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture","Milling, cleaning plant, & breaker machines"
2601962,Multiple parts,Days away from work only,1,56,Burn or scald (heat),Liquids NEC
2601962,Ankle,Days away from work only,1,8,"Sprain, strains",Ground
2601962,Knee,Days away from work only,1,142,"Sprain, strains",Ground
2602081,Ankle,Days away AND restricted activity,1,1,"Fracture, chip","Floor, walking surface"
2602081,Finger(s),Days away AND restricted activity,1,8,"Fracture, chip","Hand tools, powered NEC"
2602081,Ankle,Days away from work only,1,49,"Sprain, strains",Ground
2602081,Brain,Days away from work only,1,194,"Concussion -- brain, cerebral","Highway ore carriers, other large trucks, buses"
2602081,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
2602089,Back,Days away from work only,1,191,"Sprain, strains","Broken rock, coal, ore, waste"
2602139,"Trunk, multiple",Days away from work only,1,156,Crushing,Steel rail (all sizes)
2602142,Unclassified,Non-employee fatal & nonfatal cases,1,0,"Unclassified, not determined","Miscellaneous, NEC"
2602142,Abdomen,"Permanent disability, partial or total",1,0,"Hernia, rupture",Surface mining machines
2602232,Forearm,"Permanent disability, partial or total",1,0,Amputation or enucleation,Belt conveyors
2602246,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602246,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602246,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Roof bolts
2602246,Finger(s),Days of restricted activity only,1,0,"Fracture, chip",Roof bolts
2602246,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Drill, percussive"
2602246,Hips,Days away from work only,1,132,"Fracture, chip",Ground
2602286,Knee,Days away AND restricted activity,1,46,"Sprain, strains","Mine floor, bottom, footwall"
2602286,"Head, NEC",Days of restricted activity only,1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2602286,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602286,Mouth,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Wrench
2602286,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Electrical apparatus NEC
2602286,Chest,Days away from work only,1,17,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2602286,Hand,Days of restricted activity only,1,0,"Burn, chemical",Chemicals and chemical compounds NEC
2602286,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)","Caving rock, coal, ore, waste"
2602286,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602286,Finger(s),Days away from work only,1,53,"Cut, laceration, puncture",Metal covers and guards
2602286,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2602286,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602299,Abdomen,Days of restricted activity only,1,0,"Sprain, strains","Conductors, electric cables and trolley poles"
2602299,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2602299,"Head, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Boilers
2602383,Finger(s),Days away AND restricted activity,1,14,"Fracture, chip","Axe, hammer, sledge"
2602397,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2602397,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Electrical apparatus NEC
2602512,Eye(s) (inc. optic nerve & vision),Days away from work only,1,3,"Burn, chemical",Acids and alkalies
2602512,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602512,Ankle,Days away from work only,1,32,"Fracture, chip","Mine floor, bottom, footwall"
2602512,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Metal covers and guards
2602512,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602512,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602512,Wrist,"Occupational illness, (NOT 1-6)",1,0,"Joint, tendon, or muscle inflammation or irritation","Miscellaneous, NEC"
2602512,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Jacks (not longwall)
2602520,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture",Knife
2602542,Back,Days away AND restricted activity,1,8,"Sprain, strains","Drill, percussive"
2602573,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Steel rail (all sizes)
2602573,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Abrasive stone or wheel grinder, buffer, polisher, waxer"
2602573,Hand,Days away AND restricted activity,1,40,"Fracture, chip",Steel rail (all sizes)
2602573,Foot (not ankle or toes),"Injuries w/o death, days away, or restrict. act.",1,0,"Fracture, chip",Electrical apparatus NEC
2602573,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602573,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602657,Thigh,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Knife
2602657,Knee,Days of restricted activity only,1,0,"Sprain, strains",Ground
2602657,Shoulder(s),Days away AND restricted activity,1,4,"Unclassified, not determined","Miscellaneous, NEC"
2602657,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Burn, chemical",Acids and alkalies
2602657,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Ground
2602661,Lower leg,Days away from work only,1,200,"Fracture, chip","Scaffolds, staging, etc."
2602673,"Lower extremities, multiple",Days away from work only,1,264,"Unclassified, not determined","Metal NEC (pipe, wire, nails, manhole covers)"
2602673,Eye(s) (inc. optic nerve & vision),Days away from work only,1,5,"Burn, chemical",Acids and alkalies
2602673,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602674,Foot (not ankle or toes),Days away from work only,1,32,Burn or scald (heat),"Broken rock, coal, ore, waste"
2602674,Knee,Days of restricted activity only,1,0,"Contusion, bruise",Ground
2602674,Knee,Days away AND restricted activity,1,57,"Sprain, strains",Ladders NEC
2602674,Wrist,Days away AND restricted activity,1,111,"Fracture, chip","Floor, walking surface"
2602674,Back,Days away from work only,1,225,"Sprain, strains","Miscellaneous, NEC"
2602674,Eye(s) (inc. optic nerve & vision),Days away AND restricted activity,1,13,"Burn, chemical",Chemicals and chemical compounds NEC
2602674,Knee,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Metal covers and guards
2602674,Finger(s),Days of restricted activity only,1,0,"Fracture, chip","Metal NEC (pipe, wire, nails, manhole covers)"
2602678,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2602691,Foot (not ankle or toes),Days of restricted activity only,1,0,"Fracture, chip","Drill, percussive"
2602691,Finger(s),Days of restricted activity only,1,0,"Cut, laceration, puncture","Caving rock, coal, ore, waste"
2602691,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602691,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602691,Finger(s),"Permanent disability, partial or total",1,0,Amputation or enucleation,"Drill, percussive"
2602693,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602693,"Face, NEC","Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Electrical apparatus NEC
2602711,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602711,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602711,Toe(s),Days of restricted activity only,1,0,"Fracture, chip",Ground
2602711,Unclassified,No Injury,0,Nil Recorded,Unclassified,Unclassified
2602711,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture","Broken rock, coal, ore, waste"
2602711,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,Dust in eyes,Pulverized mineral
2602711,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
2602711,Hand,Days of restricted activity only,1,0,"Cut, laceration, puncture","Metal NEC (pipe, wire, nails, manhole covers)"
2602711,Shoulder(s),"Injuries w/o death, days away, or restrict. act.",1,0,Dislocation,Metal covers and guards
2602711,Knee,Days away from work only,1,147,Dislocation,Ground
2602755,Scalp,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Ground
2602755,Eye(s) (inc. optic nerve & vision),"Injuries w/o death, days away, or restrict. act.",1,0,"Scratches, abrasions (superficial wounds)",Pulverized mineral
2602755,Back,Days away from work only,1,243,"Sprain, strains","Barrels, kegs, drums"
2602755,Lower leg,"Injuries w/o death, days away, or restrict. act.",1,0,"Unclassified, not determined","Highway ore carriers, other large trucks, buses"
2602778,Ankle,Days away AND restricted activity,1,5,"Fracture, chip",Ground
2602778,Knee,Days of restricted activity only,1,0,"Sprain, strains","Metal NEC (pipe, wire, nails, manhole covers)"
2602778,Back,Days of restricted activity only,1,0,"Sprain, strains",Bodily motion
2602786,"Upper extremities, multiple",Days away from work only,1,167,"Cut, laceration, puncture",Knife
2602812,Shoulder(s),Days of restricted activity only,1,0,"Sprain, strains",Bags
2602812,Neck,Days of restricted activity only,1,0,"Sprain, strains","Highway ore carriers, other large trucks, buses"
2602812,Finger(s),"Permanent disability, partial or total",1,0,Amputation or enucleation,Surface mining machines
2602818,Forearm,Days away from work only,1,1,"Sprain, strains",Containers NEC
2602818,Forearm,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains",Pallets
2602818,Lower leg,Days away from work only,1,23,"Fracture, chip",Ground
2602818,Finger(s),"Injuries w/o death, days away, or restrict. act.",1,0,Crushing,Metal covers and guards
2602818,Ear(s) internal (inc. hearing),"Occupational illness, (NOT 1-6)",1,0,Hearing loss or impairment,Noise NEC
2602818,Knee,Days of restricted activity only,1,0,"Sprain, strains","Scaffolds, staging, etc."
2602818,Back,"Injuries w/o death, days away, or restrict. act.",1,0,"Sprain, strains","Axe, hammer, sledge"
2602822,Hand,"Injuries w/o death, days away, or restrict. act.",1,0,"Cut, laceration, puncture",Side or rib
